,Sentence
2942,i am from a small town.
2943,i'm a recovering alcoholic.
2944,i grew up on a farm.
2945,i now live in the city.
2946,i'm a 45 year old male.
2947,i take many medications and some of them make me see things.
2948,i like to go to country concerts on weekends.
2949,i own two vintage mustangs.
2950,my favorite music is country.
2951,i've two dogs.
2952,i am in college to become a nurse.
2953,i have blonde hair and blue eyes.
2954,i recently got an apartment with my best friend.
2955,i do not like chicken.
2956,i work at a bar at night to pay for college.
2957,i was born in somalia.
2958,now i live in the united states.
2959,i was forced to marry when i was a.
2960,my aunt helped me escape when i was of.
2961,i'm now looking for a new job.
2962,my daughter is a child prodigy.
2963,i am a doctor.
2964,my favorite movie is friday.
2965,i'm high maintenance.
2966,i love listening to britney spears.
2967,i like to tan in tanning beds.
2968,i love spending money.
2969,i diet a lot.
2970,my boyfriend and i are moving into an apartment together next week.
2971,my favorite colors are red and silver.
2972,i'm fluent in english spanish and french.
2973,i'm an elementary school teacher.
2974,i volunteer at the homeless shelter.
2975,i enjoy exploring new parts of the city.
2976,i play several instruments.
2977,my father played violin professionally.
2978,i'm a piano teacher on the side.
2979,i was adopted at a young age to an older couple.
2980,i'm terrified of clowns due to childhood trauma.
2981,my father keeps trying to set me up on blind dates.
2982,i enjoy working with my hands and love gardening.
2983,i'm 13 years old.
2984,i ride the bus to school.
2985,my brother is older than me.
2986,i hate math class.
2987,i'm on the soccer team.
2988,i help tend the fields.
2989,i like to listen to rock music while working.
2990,i like to ride horses.
2991,i have three arabian horses.
2992,my father is a farmer.
2993,i'm a woman.
2994,i work as a school teacher.
2995,i attend church every week.
2996,i enjoy gardening and walking outdoors.
2997,i have a dogs.
2998,i am an animal activist.
2999,the holidays make me depressed.
3000,my age is too old to say.
3001,i have rainbow hair.
3002,i spend my time bird watching with my cats.
3003,i have five sons.
3004,coffee is my preferred beverage.
3005,i also like a glass of wine in the evenings.
3006,i coach little league baseball.
3007,i drive a mini van.
3008,my cats are very special to me.
3009,i'm a construction worker.
3010,i enjoy building houses.
3011,i have 5cats.
3012,my dad taught me everything i know.
3013,my family is continuously growing.
3014,i enjoy long walks with my dog.
3015,i'm a professional tennis player.
3016,i live in a three storey house.
3017,my mother is a dentist.
3018,my favourite artist is travis scott.
3019,i have one older sister.
3020,i am currently looking for a job preferably at a restaurant.
3021,i like playing basketball.
3022,my wife spends all my money.
3023,i'm 40 years old.
3024,i hate my job.
3025,i work as a car salesman.
3026,i don't believe in god.
3027,i spend most of my time on facebook when i'm not working.
3028,i work at a nursing home.
3029,my wife left me and took my children.
3030,i love to play pobox.
3031,i am a 12 year old girl.
3032,i don't have many friends.
3033,i hate school.
3034,i have blue eyes and red hair that comes to my waist.
3035,i am a vegan and i love hummus.
3036,i love rollercoasters and sky diving.
3037,i do like watching cooking shows.
3038,i am not a good swimmer at all.
3039,i hate my job.
3040,my wife spends all my money.
3041,i'm 40 years old.
3042,i work as a car salesman.
3043,i'm planning on getting a divorce.
3044,i diet a lot.
3045,i like to tan in tanning beds.
3046,i am high maintenance.
3047,i love spending money.
3048,i love listening to britney spears.
3049,i grew up in manhattan.
3050,i graduated from yale in 2011 with a degree in finance.
3051,i drive a bmw.
3052,i plan to go to business school next year.
3053,i enjoy gardening and walking outdoors.
3054,i've a dogs.
3055,i work as a school teacher.
3056,i'm a woman.
3057,i am a recovering alcoholic.
3058,i take many medications and some of them make me see things.
3059,i am a 45 year old male.
3060,i now live in the city.
3061,i grew up on a farm.
3062,i play a lot of call of duty.
3063,on weekends i do live action roleplaying events.
3064,i like donuts.
3065,my favorite band is the insane clown posse.
3066,i drive a ford pinto.
3067,i help tend the fields.
3068,i like to listen to rock music while working.
3069,i like to ride horses.
3070,i have three arabian horses.
3071,my father is a farmer.
3072,i am a feminist.
3073,i buy only organic food products.
3074,i've solar panels on my roof.
3075,i spend a lot of time browsing the internet.
3076,i love social medial especially twitter.
3077,i volunteer at the homeless shelter.
3078,my father played violin professionally.
3079,i am a piano teacher on the side.
3080,i play several instruments.
3081,i enjoy exploring new parts of the city.
3082,i like to eat chocolate candy.
3083,i'm four years old.
3084,i like to talk but people have a hard time understanding.
3085,i like to look at blocks and sing about letters.
3086,i waitress during the day to supplement my income.
3087,i've light skin with big brown eyes.
3088,its red with blue stripe so it shiny when i race.
3089,my main transportation is my motorbike.
3090,i wear a motorbike helmet to protect my head.
3091,i love to go to disney world every year.
3092,mickey mouse is my favorite character.
3093,i play with my friends on the playground.
3094,i'm in the third grade.
3095,i work fulltime in a shipyard.
3096,i volunteer my time with a local bunny rescue.
3097,my favorite color is navy blue.
3098,i'm ex military.
3099,i donate a part of my salary to charity each month.
3100,i've visited spain a times.
3101,i'm 60years old.
3102,i think i'll retire in a few years.
3103,i am a librarian.
3104,i'm 13 years old.
3105,i ride the bus to school.
3106,i hate math class.
3107,i'm on the soccer team.
3108,my favourite food is shawarma.
3109,i am in the army.
3110,i live in canada.
3111,i did not graduate high school.
3112,my grandfather served in world war a.
3113,i love to play board games.
3114,my parents were also teachers.
3115,my favorite band is up and i got to see them in concert once.
3116,for vacation i enjoy time at the beach.
3117,i'm high maintenance.
3118,i love listening to britney spears.
3119,i like to tan in tanning beds.
3120,i love spending money.
3121,i diet a lot.
3122,i like to take walks.
3123,i don't drink soda.
3124,i've a boyfriend.
3125,i like to eat hamburgers and french fries.
3126,i diet a lot.
3127,i'm high maintenance.
3128,i love listening to britney spears.
3129,i like to tan in tanning beds.
3130,i love spending money.
3131,my main transportation is my motorbike.
3132,its red with blue stripe so it shiny when i race.
3133,i waitress during the day to supplement my income.
3134,i've light skin with big brown eyes.
3135,i'm a gold medalist olympian.
3136,gymnastics is my favorite sport.
3137,my favorite color is yellow.
3138,i love italian food and garlic bread.
3139,i workout four hours a day.
3140,my father played violin professionally.
3141,i'm a piano teacher on the side.
3142,i enjoy exploring new parts of the city.
3143,i volunteer at the homeless shelter.
3144,i have been trying all types of food everywhere i go.
3145,i have been traveling the world for a years.
3146,i own a yacht and i rent it out when i am not using it.
3147,i also like to cook but i am not very good at it.
3148,hey there i'm 23 and i love food.
3149,i love cooking but i also enjoy fishing.
3150,l also love comic books.
3151,hey my name is larry and i am a chef.
3152,if i'm not cooking in the kitchen then i'm definitely on the water.
3153,my bedroom is purple and lime green.
3154,i am a vegan.
3155,i like riding horses.
3156,i'll graduate from high school in two years.
3157,i have brown curly hair.
3158,i like to spend my money on cars.
3159,i go to the gym most days just to socialize.
3160,i've never had a steady relationship.
3161,i work from home.
3162,i am a cancer survivor.
3163,i am a clean eater.
3164,i got a new job just yesterday to be a life coach.
3165,i love running and preparing for marathons.
3166,i have been trying all types of food everywhere i go.
3167,hey there i'm 23 and i love food.
3168,i've been traveling the world for a years.
3169,i also like to cook but i'm not very good at it.
3170,i own a yacht and i rent it out when i'm not using it.
3171,i work in it and have been at the same company for 15 years.
3172,i own a house in florida.
3173,i enjoy american sports.
3174,i am a male.
3175,i have a children and a dogs.
